"family","list","pathway","set_size","overlap","expected","p_hyper","q_bh"
"C2:CP","up","REACTOME_LAMININ_INTERACTIONS",30,2,1.8648,0.564415865808372,1
"C2:CP","up","REACTOME_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS",30,2,1.8648,0.564415865808372,1
"C2:CP","up","WP_TOLLLIKE_RECEPTOR_SIGNALING_RELATED_TO_MYD88",30,2,1.8648,0.564415865808372,1
"C2:CP","up","REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION",229,14,14.2346,0.565275173715095,1
"C2:CP","up","PID_ANGIOPOIETIN_RECEPTOR_PATHWAY",47,3,2.9215,0.566113924965063,1
"C2:CP","up","REACTOME_HEME_SIGNALING",47,3,2.9215,0.566113924965063,1
"C2:CP","up","WP_EXERCISEINDUCED_CIRCADIAN_REGULATION",47,3,2.9215,0.566113924965063,1
"C2:CP","up","WP_OSTEOARTHRITIC_CHONDROCYTE_HYPERTROPHY",47,3,2.9215,0.566113924965063,1
"C2:CP","up","REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE",64,4,3.9782,0.568829993088569,1
"C2:CP","up","WP_ONCOSTATIN_M_SIGNALING",64,4,3.9782,0.568829993088569,1
"C2:CP","up","WP_UROTENSINIIMEDIATED_SIGNALING",64,4,3.9782,0.568829993088569,1
"C2:CP","up","REACTOME_RECRUITMENT_OF_MITOTIC_CENTROSOME_PROTEINS_AND_COMPLEXES",81,5,5.035,0.571878954134846,1
"C2:CP","up","WP_ACUTE_VIRAL_MYOCARDITIS",81,5,5.035,0.571878954134846,1
"C2:CP","up","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_KRAB_ZFP_PROTEINS",98,6,6.0917,0.575019153753477,1
"C2:CP","up","PID_AR_TF_PATHWAY",48,3,2.9837,0.580595775258154,1
"C2:CP","up","PID_PTP1B_PATHWAY",48,3,2.9837,0.580595775258154,1
"C2:CP","up","REACTOME_DEGRADATION_OF_CRY_AND_PER_PROTEINS",48,3,2.9837,0.580595775258154,1
"C2:CP","up","REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION",48,3,2.9837,0.580595775258154,1
"C2:CP","up","WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA",48,3,2.9837,0.580595775258154,1
"C2:CP","up","WP_TRANSLATION_FACTORS",48,3,2.9837,0.580595775258154,1
"C2:CP","up","REACTOME_MITOTIC_PROPHASE",132,8,8.2051,0.581239130647115,1
"C2:CP","up","PID_LYSOPHOSPHOLIPID_PATHWAY",65,4,4.0404,0.581262402865539,1
"C2:CP","up","REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ",65,4,4.0404,0.581262402865539,1
"C2:CP","up","REACTOME_SARS_COV_2_INFECTION",281,17,17.4669,0.582162629356731,1
"C2:CP","up","PID_AVB3_OPN_PATHWAY",31,2,1.927,0.582459429456896,1
"C2:CP","up","PID_NCADHERIN_PATHWAY",31,2,1.927,0.582459429456896,1
"C2:CP","up","REACTOME_CARGO_CONCENTRATION_IN_THE_ER",31,2,1.927,0.582459429456896,1
"C2:CP","up","REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT",31,2,1.927,0.582459429456896,1
"C2:CP","up","REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY",31,2,1.927,0.582459429456896,1
"C2:CP","up","WP_BASE_EXCISION_REPAIR",31,2,1.927,0.582459429456896,1
"C2:CP","up","WP_DISRUPTION_OF_POSTSYNAPTIC_SIGNALING_BY_CNV",31,2,1.927,0.582459429456896,1
"C2:CP","up","WP_WHITE_FAT_CELL_DIFFERENTIATION",31,2,1.927,0.582459429456896,1
"C2:CP","up","WP_DNA_IRDAMAGE_AND_CELLULAR_RESPONSE_VIA_ATR",82,5,5.0971,0.582936900949852,1
"C2:CP","up","PID_CXCR4_PATHWAY",99,6,6.1538,0.585072755234026,1
"C2:CP","up","WP_RAS_SIGNALING",166,10,10.3185,0.587206510578964,1
"C2:CP","up","REACTOME_HIV_INFECTION",216,13,13.4265,0.588838842520656,1
"C2:CP","up","PID_BETA_CATENIN_NUC_PATHWAY",66,4,4.1026,0.593486156074916,1
"C2:CP","up","REACTOME_PKMTS_METHYLATE_HISTONE_LYSINES",66,4,4.1026,0.593486156074916,1
"C2:CP","up","REACTOME_REGULATION_OF_INSULIN_SECRETION",66,4,4.1026,0.593486156074916,1
"C2:CP","up","WP_MELANOMA",66,4,4.1026,0.593486156074916,1
"C2:CP","up","BIOCARTA_PPARA_PATHWAY",49,3,3.0458,0.594767957783469,1
"C2:CP","up","REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES",49,3,3.0458,0.594767957783469,1
"C2:CP","up","REACTOME_INTERLEUKIN_1_SIGNALING",100,6,6.216,0.595002845811356,1
"C2:CP","up","REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION",100,6,6.216,0.595002845811356,1
"C2:CP","up","BIOCARTA_MET_PATHWAY",32,2,1.9891,0.599945560026187,1
"C2:CP","up","PID_IL2_PI3K_PATHWAY",32,2,1.9891,0.599945560026187,1
"C2:CP","up","PID_INTEGRIN_A4B1_PATHWAY",32,2,1.9891,0.599945560026187,1
"C2:CP","up","REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION",32,2,1.9891,0.599945560026187,1
"C2:CP","up","REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION",32,2,1.9891,0.599945560026187,1
"C2:CP","up","REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION",32,2,1.9891,0.599945560026187,1
"C2:CP","up","REACTOME_SIGNALLING_TO_ERKS",32,2,1.9891,0.599945560026187,1
"C2:CP","up","WP_COMMON_PATHWAYS_UNDERLYING_DRUG_ADDICTION",32,2,1.9891,0.599945560026187,1
"C2:CP","up","WP_NUCLEAR_RECEPTORS",32,2,1.9891,0.599945560026187,1
"C2:CP","up","WP_PRION_DISEASE_PATHWAY",32,2,1.9891,0.599945560026187,1
"C2:CP","up","WP_RENINANGIOTENSINALDOSTERONE_SYSTEM_RAAS",32,2,1.9891,0.599945560026187,1
"C2:CP","up","WP_APOPTOSIS",84,5,5.2214,0.604581475062451,1
"C2:CP","up","WP_FATTY_ACID_AND_LIPOPROTEIN_TRANSPORT_IN_HEPATOCYTES",351,21,21.8181,0.604788284355913,1
"C2:CP","up","REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA",67,4,4.1647,0.605495898647368,1
"C2:CP","up","REACTOME_APOPTOTIC_EXECUTION_PHASE",50,3,3.108,0.608624739905205,1
"C2:CP","up","WP_NEUROGENESIS_REGULATION_IN_THE_OLFACTORY_EPITHELIUM",50,3,3.108,0.608624739905205,1
"C2:CP","up","REACTOME_DEUBIQUITINATION",253,15,15.7265,0.613311635341979,1
"C2:CP","up","REACTOME_ADIPOGENESIS",102,6,6.3403,0.614477826948361,1
"C2:CP","up","WP_CAMKK2_PATHWAY",102,6,6.3403,0.614477826948361,1
"C2:CP","up","WP_DNA_DAMAGE_RESPONSE_ONLY_ATM_DEPENDENT",102,6,6.3403,0.614477826948361,1
"C2:CP","up","REACTOME_FCGAMMA_RECEPTOR_FCGR_DEPENDENT_PHAGOCYTOSIS",85,5,5.2836,0.615159538879522,1
"C2:CP","up","REACTOME_REGULATION_OF_ENDOGENOUS_RETROELEMENTS_BY_PIWI_INTERACTING_RNAS_PIRNAS",85,5,5.2836,0.615159538879522,1
"C2:CP","up","PID_HDAC_CLASSII_PATHWAY",33,2,2.0513,0.616873773107655,1
"C2:CP","up","PID_MAPK_TRK_PATHWAY",33,2,2.0513,0.616873773107655,1
"C2:CP","up","REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN",33,2,2.0513,0.616873773107655,1
"C2:CP","up","REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX",33,2,2.0513,0.616873773107655,1
"C2:CP","up","REACTOME_SYNTHESIS_OF_PA",33,2,2.0513,0.616873773107655,1
"C2:CP","up","WP_BDNFTRKB_SIGNALING",33,2,2.0513,0.616873773107655,1
"C2:CP","up","WP_INHIBITION_OF_GNAQREGULATED_SIGNALING_IN_UVEAL_MELANOMA",33,2,2.0513,0.616873773107655,1
"C2:CP","up","REACTOME_FCERI_MEDIATED_NF_KB_ACTIVATION",68,4,4.2269,0.61728694686908,1
"C2:CP","up","BIOCARTA_BCELLSURVIVAL_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","BIOCARTA_CD40_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","BIOCARTA_CDMAC_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","BIOCARTA_RELA_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","BIOCARTA_SHH_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","BIOCARTA_SPPA_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_ENV_FACTOR_TCDD_TO_AHR_SIGNALING_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_ENV_FACTOR_ZN_TO_ANTEROGRADE_AXONAL_TRANSPORT",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_BMP_SIGNALING_PATHWAY_BMP_ANTAGONIST",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_CROSSTALK_BETWEEN_EXTRINSIC_AND_INTRINSIC_APOPTOTIC_PATHWAYS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_FLT3LG_FLT3_RAS_PI3K_SIGNALING_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_P300_P21_CELL_CYCLE_G1_S",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_WNT5A_ROR_SIGNALING_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_PSEN_TO_MGLUR5_CA2_APOPTOTIC_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","PID_ERBB_NETWORK_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","PID_RHODOPSIN_PATHWAY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_DEVELOPMENTAL_LINEAGE_OF_MAMMARY_STEM_CELLS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_ERBB2_REGULATES_CELL_MOTILITY",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_SIGNALING_BY_ACTIVIN",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_SIGNALING_BY_NOTCH1_HD_DOMAIN_MUTANTS_IN_CANCER",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION",15,1,0.9324,0.618285835356863,1
"C2:CP","up","WP_IRONSULFUR_CLUSTER_BIOGENESIS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","WP_MAP3K1_ROLE_IN_PROMOTING_AND_BLOCKING_GONADAL_DETERMINATION",15,1,0.9324,0.618285835356863,1
"C2:CP","up","WP_MIRNAS_INVOLVED_IN_DNA_DAMAGE_RESPONSE",15,1,0.9324,0.618285835356863,1
"C2:CP","up","WP_OMEGA3_OMEGA6_FATTY_ACID_SYNTHESIS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS",15,1,0.9324,0.618285835356863,1
"C2:CP","up","WP_TCA_CYCLE_AND_DEFICIENCY_OF_PYRUVATE_DEHYDROGENASE_COMPLEX_PDHC",15,1,0.9324,0.618285835356863,1
"C2:CP","up","REACTOME_RRNA_PROCESSING",204,12,12.6806,0.620581947433058,1
"C2:CP","up","REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2",51,3,3.1702,0.622161562452174,1
"C2:CP","up","WP_VEGFAVEGFR2_SIGNALING",421,25,26.1693,0.624078628472899,1
"C2:CP","up","REACTOME_FATTY_ACID_METABOLISM",154,9,9.5726,0.624183570393052,1
"C2:CP","up","WP_ANDROGEN_RECEPTOR_SIGNALING",86,5,5.3458,0.625569771373587,1
"C2:CP","up","REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY",69,4,4.289,0.628855259286283,1
"C2:CP","up","REACTOME_PKR_MEDIATED_SIGNALING",69,4,4.289,0.628855259286283,1
"C2:CP","up","WP_FOCAL_ADHESION",189,11,11.7482,0.633142159884297,1
"C2:CP","up","PID_IL1_PATHWAY",34,2,2.1134,0.633245796162755,1
"C2:CP","up","REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE",34,2,2.1134,0.633245796162755,1
"C2:CP","up","REACTOME_LYSOSOME_VESICLE_BIOGENESIS",34,2,2.1134,0.633245796162755,1
"C2:CP","up","REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER",34,2,2.1134,0.633245796162755,1
"C2:CP","up","REACTOME_SIGNALING_BY_FGFR4",34,2,2.1134,0.633245796162755,1
"C2:CP","up","WP_EFFECT_OF_PROGERIN_ON_GENES_INVOLVED_IN_PROGERIA",34,2,2.1134,0.633245796162755,1
"C2:CP","up","WP_P38_MAPK_SIGNALING",34,2,2.1134,0.633245796162755,1
"C2:CP","up","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE",52,3,3.2323,0.635374961878562,1
"C2:CP","up","REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS",52,3,3.2323,0.635374961878562,1
"C2:CP","up","REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT",87,5,5.4079,0.635808912133413,1
"C2:CP","up","WP_APOPTOSIS_MODULATION_AND_SIGNALING",87,5,5.4079,0.635808912133413,1
"C2:CP","up","WP_TCELL_RECEPTOR_SIGNALING",87,5,5.4079,0.635808912133413,1
"C2:CP","up","BIOCARTA_41BB_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","BIOCARTA_CCR3_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","BIOCARTA_GCR_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","BIOCARTA_IL7_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","BIOCARTA_MCALPAIN_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","BIOCARTA_NDKDYNAMIN_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","BIOCARTA_TEL_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_PATHOGEN_HTLV_1_TAX_TO_SPINDLE_ASSEMBLY_CHECKPOINT_SIGNALING",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_AUTOPHAGOSOME_AND_LYSOSOME_FUSION_TETHERING_FACTOR",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_COHESIN_DISSOCIATION_IN_ANAPHASE",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_IV",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_KINETOCHORE_MICROTUBULE_ATTACHMENT",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_MICROTUBULE_DEPOLYMERIZATION_AT_THE_MINUS_ENDS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_TLR5_NFKB_SIGNALING_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_ASSEMBLY_OF_THE_HIV_VIRION",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_CYCLE_GENES",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_MITOCHONDRIAL_UNFOLDED_PROTEIN_RESPONSE_UPRMT",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_PI3K_EVENTS_IN_ERBB2_SIGNALING",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_PRESYNAPTIC_FUNCTION_OF_KAINATE_RECEPTORS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_PROCESSING_OF_SMDT1",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_SARS_COV_1_TARGETS_HOST_INTRACELLULAR_SIGNALLING_AND_REGULATORY_PATHWAYS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_SIGNALING_BY_ERBB2_ECD_MUTANTS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_SIGNALING_BY_FLT3_ITD_AND_TKD_MUTANTS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_UNBLOCKING_OF_NMDA_RECEPTORS_GLUTAMATE_BINDING_AND_ACTIVATION",16,1,0.9946,0.64203596055669,1
"C2:CP","up","WP_FOXA2_PATHWAY",16,1,0.9946,0.64203596055669,1
"C2:CP","up","WP_NSP1_FROM_SARSCOV2_INHIBITS_TRANSLATION_INITIATION_IN_THE_HOST_CELL",16,1,0.9946,0.64203596055669,1
"C2:CP","up","WP_REGULATION_OF_WNT_BCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS",16,1,0.9946,0.64203596055669,1
"C2:CP","up","REACTOME_CELL_JUNCTION_ORGANIZATION",275,16,17.094,0.644742076898053,1
"C2:CP","up","WP_P53_TRANSCRIPTIONAL_GENE_NETWORK",88,5,5.4701,0.645874086562497,1
"C2:CP","up","REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION",157,9,9.7591,0.647140474027805,1
"C2:CP","up","PID_CD8_TCR_PATHWAY",53,3,3.2945,0.648262494721112,1
"C2:CP","up","REACTOME_SIGNALING_BY_PTK6",53,3,3.2945,0.648262494721112,1
"C2:CP","up","BIOCARTA_P38MAPK_PATHWAY",35,2,2.1756,0.649065295945328,1
"C2:CP","up","PID_ARF6_PATHWAY",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_EXPRESSION_OF_BMAL_ARNTL_CLOCK_AND_NPAS2",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_NUCLEAR_RNA_DECAY",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_RHOBTB_GTPASE_CYCLE",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_RHOH_GTPASE_CYCLE",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_SIGNALING_BY_FGFR3",35,2,2.1756,0.649065295945328,1
"C2:CP","up","WP_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR_SIGNALING",35,2,2.1756,0.649065295945328,1
"C2:CP","up","REACTOME_EPIGENETIC_REGULATION_OF_GENE_EXPRESSION_BY_MLL3_AND_MLL4_COMPLEXES",123,7,7.6457,0.649353382010013,1
"C2:CP","up","WP_NEURAL_CREST_DIFFERENTIATION",71,4,4.4134,0.65131055180758,1
"C2:CP","up","REACTOME_MITF_M_REGULATED_MELANOCYTE_DEVELOPMENT",141,8,8.7645,0.65579478639858,1
"C2:CP","up","WP_INTERFERON_TYPE_I_SIGNALING",54,3,3.3566,0.66082266454353,1
"C2:CP","up","WP_TGFBETA_RECEPTOR_SIGNALING_IN_SKELETAL_DYSPLASIAS",54,3,3.3566,0.66082266454353,1
"C2:CP","up","REACTOME_AURKA_ACTIVATION_BY_TPX2",72,4,4.4755,0.662192404433074,1
"C2:CP","up","BIOCARTA_ARF_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","BIOCARTA_ETS_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","BIOCARTA_LIS1_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","BIOCARTA_SPRY_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_ENV_FACTOR_ARSENIC_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_EAE_TIR_TO_ACTIN_SIGNALING_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_DISASSEMBLY_OF_MCC",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_KEAP1_NRF2_SIGNALING_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_REFERENCE_MICROTUBULE_RHOA_SIGNALING_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_ABETA_TO_ELECTRON_TRANSFER_IN_COMPLEX_IV",17,1,1.0567,0.664309788323396,1
"C2:CP","up","KEGG_MEDICUS_VARIANT_SCRAPIE_CONFORMATION_PRPSC_TO_TRANSPORT_OF_CALCIUM",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_ACTIVATION_OF_SMO",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_FORMATION_OF_SENESCENCE_ASSOCIATED_HETEROCHROMATIN_FOCI_SAHF",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_SIGNALING_BY_NTRK3_TRKC",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_TRIGLYCERIDE_CATABOLISM",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_TRISTETRAPROLIN_TTP_ZFP36_BINDS_AND_DESTABILIZES_MRNA",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_CHOLESTEROL_SYNTHESIS_DISORDERS",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_CONGENITAL_GENERALIZED_LIPODYSTROPHY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_CONSTITUTIVE_ANDROSTANE_RECEPTOR_PATHWAY",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_FAMILIAL_HYPERLIPIDEMIA_TYPE_4",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_INTERFERONMEDIATED_SIGNALING",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_INVOLVEMENT_OF_SECRETASE_IN_NEURODEGENERATIVE_DISEASES",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_KCNQ2RELATED_EPILEPSIES",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_MFAP5_EFFECT_ON_PERMEABILITY_AND_MOTILITY_OF_ENDOTHELIAL_CELLS_VIA_CYTOSKELETON_REARRANGEMENT",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_MIR5093P_ALTERATION_OF_YAP1ECM_AXIS",17,1,1.0567,0.664309788323396,1
"C2:CP","up","WP_PKCGAMMA_CALCIUM_SIGNALING_IN_ATAXIA",17,1,1.0567,0.664309788323396,1
"C2:CP","up","REACTOME_AGGREPHAGY",36,2,2.2378,0.664337631207112,1
"C2:CP","up","REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION",36,2,2.2378,0.664337631207112,1
"C2:CP","up","REACTOME_SIGNALING_BY_RETINOIC_ACID",36,2,2.2378,0.664337631207112,1
