id	data_format	access	file_name	submitter_id	data_category	acl_1	type	platform	file_size	created_datetime	md5sum	updated_datetime	file_id	data_type	state	experimental_strategy
80b9010f-1b27-4e1c-ad86-07fd2eca8389	TSV	open	8dc7997d-fee8-4b8c-b7fc-64185fd6b6a3.rna_seq.augmented_star_gene_counts.tsv	fdabe0d2-c9b7-41fb-be69-c4a5dd81e662	Transcriptome Profiling	open	gene_expression	Illumina	4249903	2021-12-22T17:02:39.080860-06:00	6d3ab972e7888cb783c25f2120bda94c	2024-07-30T20:17:17.681645-05:00	80b9010f-1b27-4e1c-ad86-07fd2eca8389	Gene Expression Quantification	released	RNA-Seq
181c8ce3-ae52-4002-995f-9d8930b5109d	TSV	controlled	ee9e4fed-7ef3-4fe8-ae84-160ba1057722.rna_seq.star_splice_junctions.tsv.gz	3be30a9a-60ce-4702-bf32-b7a06ada2d93	Transcriptome Profiling	phs001134	gene_expression	Illumina	4007779	2021-12-22T16:40:42.459983-06:00	e257079ae33dbcac4fdd9ff503e3320c	2024-07-30T19:32:26.558529-05:00	181c8ce3-ae52-4002-995f-9d8930b5109d	Splice Junction Quantification	released	RNA-Seq
45bbeba0-a841-425c-a444-64072dc8e4b0	TSV	open	c2251229-c7ea-410e-8bed-705d9367dfab.rna_seq.augmented_star_gene_counts.tsv	fa932e05-1816-4b4e-b0c8-901ccb3efa16	Transcriptome Profiling	open	gene_expression	Illumina	4240474	2021-12-22T17:06:42.919791-06:00	c50f50d015d73d9096dc105712d468bf	2024-07-30T20:17:19.031972-05:00	45bbeba0-a841-425c-a444-64072dc8e4b0	Gene Expression Quantification	released	RNA-Seq
bfbe4064-fccc-4aec-ba55-7ffddef5d5ad	TSV	controlled	9559e331-062c-4c55-9907-a25cdc617ca0.rna_seq.star_splice_junctions.tsv.gz	fa1ca62a-bc41-4a02-ad84-059db96c9679	Transcriptome Profiling	phs001134	gene_expression	Illumina	4353774	2021-12-22T17:17:06.421656-06:00	c61a5c64e6c5c6f07d7bb0f4a73d6951	2024-07-30T19:26:20.793912-05:00	bfbe4064-fccc-4aec-ba55-7ffddef5d5ad	Splice Junction Quantification	released	RNA-Seq
d2ac9f97-3612-4b37-85fa-c2acb4f3f0c5	TSV	open	ee9e4fed-7ef3-4fe8-ae84-160ba1057722.rna_seq.augmented_star_gene_counts.tsv	c744681b-92b9-4725-b495-4e7023b20695	Transcriptome Profiling	open	gene_expression	Illumina	4246177	2021-12-22T16:40:43.877368-06:00	6928da631cead11099c4181fbeb8380e	2024-07-30T20:19:09.829540-05:00	d2ac9f97-3612-4b37-85fa-c2acb4f3f0c5	Gene Expression Quantification	released	RNA-Seq
44c37a4c-a1cf-4d9f-b61a-c8e469a7f630	TSV	open	48369c22-c9a4-4445-b516-cdaf3e76a426.rna_seq.augmented_star_gene_counts.tsv	044acf8b-dd61-460c-a1a4-f34b6f3aea6c	Transcriptome Profiling	open	gene_expression	Illumina	4256419	2021-12-22T16:43:47.565605-06:00	ea5477f96f234e5a9fb67eab62fad1f7	2024-07-30T20:20:08.613608-05:00	44c37a4c-a1cf-4d9f-b61a-c8e469a7f630	Gene Expression Quantification	released	RNA-Seq
4efac935-7116-4542-a9d7-2d2d926c5bbe	TSV	open	fdab4df5-9095-49b2-9a43-c0c35798f38f.rna_seq.augmented_star_gene_counts.tsv	9323f235-8bcf-48b9-a39a-a969fe5b5789	Transcriptome Profiling	open	gene_expression	Illumina	4246043	2021-12-22T16:57:24.781570-06:00	15b821183a08c7b6d026376a0d246a6e	2024-07-30T20:17:10.415650-05:00	4efac935-7116-4542-a9d7-2d2d926c5bbe	Gene Expression Quantification	released	RNA-Seq
c05ada04-5bc7-4290-807f-04ab68c130df	TSV	controlled	98ab01f5-6734-40f3-9227-8d2980e16069.rna_seq.star_splice_junctions.tsv.gz	c7bf15e0-a58d-454d-a5ce-88a35f0d3de4	Transcriptome Profiling	phs001134	gene_expression	Illumina	4424730	2021-12-22T17:20:50.207936-06:00	ef270a4a2097cda272658c0e4dccd439	2024-07-30T19:31:39.759759-05:00	c05ada04-5bc7-4290-807f-04ab68c130df	Splice Junction Quantification	released	RNA-Seq
2d6ed667-0ec6-4131-9091-0d59e821e3d7	TSV	open	98ab01f5-6734-40f3-9227-8d2980e16069.rna_seq.augmented_star_gene_counts.tsv	81f9ca22-7132-43bd-9156-9cf14f1882b2	Transcriptome Profiling	open	gene_expression	Illumina	4256027	2021-12-22T17:20:48.841016-06:00	a681f37a48477d0eb870629fa99b25bf	2024-07-30T20:12:44.603751-05:00	2d6ed667-0ec6-4131-9091-0d59e821e3d7	Gene Expression Quantification	released	RNA-Seq
5312bdbb-6faf-4700-9cb9-5964ee0d8271	TSV	controlled	fb5a37f8-cf64-4dc2-995c-964eafffb79a.rna_seq.star_splice_junctions.tsv.gz	61b8c610-5bd1-48b8-8d7c-3fa6c2018a5a	Transcriptome Profiling	phs001134	gene_expression	Illumina	4547930	2021-12-22T16:41:37.539743-06:00	d5ddd1b62804ed76f3fe29432e9d7325	2024-07-30T19:29:15.934207-05:00	5312bdbb-6faf-4700-9cb9-5964ee0d8271	Splice Junction Quantification	released	RNA-Seq
240de96a-d977-4b85-8754-be2fa6115d40	TSV	open	fb5a37f8-cf64-4dc2-995c-964eafffb79a.rna_seq.augmented_star_gene_counts.tsv	46c7d5be-6080-45df-9e97-3f59048ff0c4	Transcriptome Profiling	open	gene_expression	Illumina	4258612	2021-12-22T16:41:38.863658-06:00	5176f6bbfec333637f68c4804ea90967	2024-07-30T20:21:24.833926-05:00	240de96a-d977-4b85-8754-be2fa6115d40	Gene Expression Quantification	released	RNA-Seq
c999283a-488b-49bb-bf9e-a0cd5bb9be70	TSV	controlled	51c2093d-635c-4852-bcd5-d6eca7f42e7d.rna_seq.star_splice_junctions.tsv.gz	a0896cda-42bb-4535-9db8-00e897f02386	Transcriptome Profiling	phs001134	gene_expression	Illumina	4538423	2021-12-22T16:41:43.329773-06:00	5fa8ee40f3d2ee5ace90f9d5fc54a89e	2024-07-30T19:25:06.714713-05:00	c999283a-488b-49bb-bf9e-a0cd5bb9be70	Splice Junction Quantification	released	RNA-Seq
b359286e-b7fd-4665-8aba-b5b8595b4315	TSV	controlled	528d6fc8-0de0-4f85-88ee-e3e137b3ed91.rna_seq.star_splice_junctions.tsv.gz	35e32355-1740-4dfd-b9a0-063544ae5831	Transcriptome Profiling	phs001134	gene_expression	Illumina	4292382	2021-12-22T16:47:57.577906-06:00	002b4b75b9d00cfddecc4d5fbe722312	2024-07-30T19:34:42.903327-05:00	b359286e-b7fd-4665-8aba-b5b8595b4315	Splice Junction Quantification	released	RNA-Seq
bc27d145-bfe6-4fb6-bb13-fa6edbd92bc5	TSV	controlled	f2030a8a-04fa-429a-b338-8c351430c104.rna_seq.star_splice_junctions.tsv.gz	aa19d819-cae6-476c-9fbd-180f22f699e5	Transcriptome Profiling	phs001134	gene_expression	Illumina	3894635	2021-12-22T17:07:20.269072-06:00	f73a845ebd4e3bd5b973d28c4a7f6f6f	2024-07-30T19:38:16.919769-05:00	bc27d145-bfe6-4fb6-bb13-fa6edbd92bc5	Splice Junction Quantification	released	RNA-Seq
fa01fb9c-f7fc-4a98-bfcf-9f8d50313b37	TSV	open	1446e953-0a10-4ec0-b230-b769eaac988a.rna_seq.augmented_star_gene_counts.tsv	4ece923d-8f06-4e74-9da6-26ce6823b745	Transcriptome Profiling	open	gene_expression	Illumina	4243636	2021-12-22T16:51:17.254078-06:00	b864330f0a9847193a3e3caf06bd9855	2024-07-30T20:23:02.297809-05:00	fa01fb9c-f7fc-4a98-bfcf-9f8d50313b37	Gene Expression Quantification	released	RNA-Seq
0761c4b4-3dc9-4a36-98a5-6df259cc5e17	TSV	open	23ffc817-fd3f-4dfe-9a2c-d2cf43a5c662.rna_seq.augmented_star_gene_counts.tsv	925f2800-97b0-4e32-8eb2-9d8686c59c3f	Transcriptome Profiling	open	gene_expression	Illumina	4251448	2024-03-06T19:05:44.804080-06:00	9e8629a51096119f5d101a9c189a4aab	2024-07-29T13:28:16.616043-05:00	0761c4b4-3dc9-4a36-98a5-6df259cc5e17	Gene Expression Quantification	released	RNA-Seq
21594abe-4ea0-455e-8879-89c4bb16e7e7	TSV	controlled	454dc683-1309-4f15-9c69-3c49e26254f5.rna_seq.star_splice_junctions.tsv.gz	f546e658-1e73-4c2e-8ba5-70fbc0222acf	Transcriptome Profiling	phs001134	gene_expression	Illumina	3962938	2021-12-22T17:08:33.684315-06:00	d01e853a0500083ff13e77905a8b4bea	2024-07-30T19:39:24.896356-05:00	21594abe-4ea0-455e-8879-89c4bb16e7e7	Splice Junction Quantification	released	RNA-Seq
bda0329d-02aa-457e-aa06-fe80739c4ed8	TSV	open	d7f81959-d5d6-4fdc-bac2-7c9a3dc3a8e4.rna_seq.augmented_star_gene_counts.tsv	4c6aef44-be5d-4e5c-845d-fab28ed0f385	Transcriptome Profiling	open	gene_expression	Illumina	4260321	2021-12-22T16:48:23.636734-06:00	87303399dbe04d8afb0a8e2e1c6aaafd	2024-07-30T20:18:30.795043-05:00	bda0329d-02aa-457e-aa06-fe80739c4ed8	Gene Expression Quantification	released	RNA-Seq
ec736344-10ed-4d85-911b-5b0a6663bc3e	TSV	controlled	d03a30db-984e-4859-a9e9-f4af082a7baf.rna_seq.star_splice_junctions.tsv.gz	9ea263ae-40dc-40cc-8645-5e0b11d80628	Transcriptome Profiling	phs001134	gene_expression	Illumina	3772187	2021-12-22T16:50:47.313742-06:00	46a7529d57749307fa57ba368e04eedc	2024-07-30T19:35:48.323590-05:00	ec736344-10ed-4d85-911b-5b0a6663bc3e	Splice Junction Quantification	released	RNA-Seq
9a19f06c-6589-4a29-b95e-5c37f2aa8c38	TSV	controlled	d04de1d9-c438-4970-b8fe-47822ca2e386.rna_seq.star_splice_junctions.tsv.gz	0445a00a-9e12-4fbb-b3fa-e8e8383c017b	Transcriptome Profiling	phs001134	gene_expression	Illumina	4597626	2021-12-22T17:10:41.854913-06:00	a6acd50ee2da3af1d7c3e6d4824bb7c0	2024-07-30T19:37:21.125509-05:00	9a19f06c-6589-4a29-b95e-5c37f2aa8c38	Splice Junction Quantification	released	RNA-Seq
abd02ef5-aeba-4412-8c70-ae1d551c2aa9	TSV	open	5e7577d2-e5ad-41a0-9276-f89a0b4797f0.rna_seq.augmented_star_gene_counts.tsv	6d8527d6-8a3c-4300-9ae5-eb223cbbb10b	Transcriptome Profiling	open	gene_expression	Illumina	4229992	2021-12-22T16:52:46.549248-06:00	f094f732922a4481f9cddaeb05277880	2024-07-30T20:09:36.780182-05:00	abd02ef5-aeba-4412-8c70-ae1d551c2aa9	Gene Expression Quantification	released	RNA-Seq
624ebaaa-ff6e-4791-9ee7-85e0bf750c4e	TSV	open	f932676d-aefc-4507-b7c6-24fb258e21cf.rna_seq.augmented_star_gene_counts.tsv	9b15e34b-5d37-47cb-a936-4d5bc92ed834	Transcriptome Profiling	open	gene_expression	Illumina	4229076	2021-12-22T17:20:59.023481-06:00	542cd990c8f94f54268843d1d11e118b	2024-07-30T20:20:31.312527-05:00	624ebaaa-ff6e-4791-9ee7-85e0bf750c4e	Gene Expression Quantification	released	RNA-Seq
46ad150f-0278-4b97-ab19-4a4a6e53010e	TSV	controlled	f932676d-aefc-4507-b7c6-24fb258e21cf.rna_seq.star_splice_junctions.tsv.gz	00779370-f52b-4abf-ae1c-2abaccb911ba	Transcriptome Profiling	phs001134	gene_expression	Illumina	3595218	2021-12-22T17:20:57.450483-06:00	26c629d81c6ca97982a9e5c076a72b96	2024-07-30T19:36:51.612126-05:00	46ad150f-0278-4b97-ab19-4a4a6e53010e	Splice Junction Quantification	released	RNA-Seq
bf69f79c-b921-4707-be7a-d3e17d4d5d53	TSV	controlled	438b709f-9d9d-49c1-9b6e-4b01a6458e8c.rna_seq.star_splice_junctions.tsv.gz	1317f9ee-9fb9-493a-826a-638035b60d0d	Transcriptome Profiling	phs001134	gene_expression	Illumina	4354476	2021-12-22T16:54:04.501188-06:00	cbf04d63ec9680317697e380caf73b9c	2024-07-30T19:36:00.677269-05:00	bf69f79c-b921-4707-be7a-d3e17d4d5d53	Splice Junction Quantification	released	RNA-Seq
70ec3056-a5bb-4a2f-85ce-6a445665fc3c	TSV	open	98682259-a52e-49fd-b3b0-681837a2c8d6.rna_seq.augmented_star_gene_counts.tsv	fda7b056-76da-4d4f-acbb-3434486a1882	Transcriptome Profiling	open	gene_expression	Illumina	4265391	2021-12-22T17:07:09.506469-06:00	286df233c3706e1db386d64f497c388c	2024-07-30T20:12:49.435498-05:00	70ec3056-a5bb-4a2f-85ce-6a445665fc3c	Gene Expression Quantification	released	RNA-Seq
4907bded-8614-4687-9d9a-9985fd74ef5b	TSV	open	27fa9dec-0118-4491-912a-e4fe0d4d9f83.rna_seq.augmented_star_gene_counts.tsv	43dd27d3-5c0d-4c48-9bbd-ddc12ad7e955	Transcriptome Profiling	open	gene_expression	Illumina	4250120	2021-12-22T17:06:18.056947-06:00	292b76b805454366e329662e73a37f21	2024-07-30T20:10:08.193206-05:00	4907bded-8614-4687-9d9a-9985fd74ef5b	Gene Expression Quantification	released	RNA-Seq
df3b3bd3-2f1f-4568-8ea2-ec810d56febf	TSV	controlled	3af5922a-ca8f-4c07-8ba4-42b749b043b9.rna_seq.star_splice_junctions.tsv.gz	6880b176-b684-4ae5-a4f4-834a4e788042	Transcriptome Profiling	phs001134	gene_expression	Illumina	4083077	2021-12-22T16:59:48.520102-06:00	69c9cff9822e4e250d0f054b84e25817	2024-07-30T19:26:59.880663-05:00	df3b3bd3-2f1f-4568-8ea2-ec810d56febf	Splice Junction Quantification	released	RNA-Seq
47a36f31-886e-4f27-b4ee-3fff06a3eee1	TSV	controlled	65f425a7-0b29-49fe-b7cf-9209d3410c7c.rna_seq.star_splice_junctions.tsv.gz	da08ee9d-1f21-41e8-80a6-fb4e103252ff	Transcriptome Profiling	phs001134	gene_expression	Illumina	4251447	2021-12-22T17:20:43.370394-06:00	332a63759a98e5f9c63769694130c421	2024-07-30T19:32:14.574823-05:00	47a36f31-886e-4f27-b4ee-3fff06a3eee1	Splice Junction Quantification	released	RNA-Seq
93f51998-c761-4243-bd6d-0ede9a5f52da	TSV	open	80c417cc-6b2d-4945-b70a-e585f8e41df4.rna_seq.augmented_star_gene_counts.tsv	e74b0cd6-7e4d-40ea-95f8-fcf7d30b26cc	Transcriptome Profiling	open	gene_expression	Illumina	4249628	2021-12-22T17:18:48.996626-06:00	f1dc58e8a3b8b89ec793859487dc867f	2024-07-30T20:12:34.981994-05:00	93f51998-c761-4243-bd6d-0ede9a5f52da	Gene Expression Quantification	released	RNA-Seq
1822495c-ae03-47a1-b179-667f3eb85997	TSV	controlled	80c417cc-6b2d-4945-b70a-e585f8e41df4.rna_seq.star_splice_junctions.tsv.gz	f39ca935-8dc1-4e7d-98e7-9411b02ab56f	Transcriptome Profiling	phs001134	gene_expression	Illumina	4079004	2021-12-22T17:18:50.585548-06:00	cffd527dac815593179242a529cb710e	2024-07-30T19:36:21.027104-05:00	1822495c-ae03-47a1-b179-667f3eb85997	Splice Junction Quantification	released	RNA-Seq
15441f9a-2068-4980-a14b-d084d13d5bbe	TSV	open	c434cb46-3bef-4627-a076-35a2e4a802f7.rna_seq.augmented_star_gene_counts.tsv	a02b22e4-1c74-4308-b393-a79a778f360e	Transcriptome Profiling	open	gene_expression	Illumina	4251611	2021-12-22T17:11:27.274490-06:00	4d5a71fdd32d9c755a04ad302b8aa80a	2024-07-30T20:09:05.248619-05:00	15441f9a-2068-4980-a14b-d084d13d5bbe	Gene Expression Quantification	released	RNA-Seq
9f6fe2e1-a466-4d00-8b2b-768d29b2526e	TSV	controlled	27fa9dec-0118-4491-912a-e4fe0d4d9f83.rna_seq.star_splice_junctions.tsv.gz	5cbf6d03-0934-41f1-9301-877e09c7b1f2	Transcriptome Profiling	phs001134	gene_expression	Illumina	4323672	2021-12-22T17:06:16.606921-06:00	8cd2c7e4e453058838a10335cbcba091	2024-07-30T19:36:07.053345-05:00	9f6fe2e1-a466-4d00-8b2b-768d29b2526e	Splice Junction Quantification	released	RNA-Seq
985b2f85-836d-4837-a363-ff707474e2d2	TSV	controlled	928627c3-94d8-46af-968b-23beaf6286c5.rna_seq.star_splice_junctions.tsv.gz	0e614524-7e38-4443-81ac-b1f403e333a6	Transcriptome Profiling	phs001134	gene_expression	Illumina	4452657	2021-12-22T17:02:53.365561-06:00	d6109e0e5d70a4ec2c02348af64c8c08	2024-07-30T19:38:24.222192-05:00	985b2f85-836d-4837-a363-ff707474e2d2	Splice Junction Quantification	released	RNA-Seq
68aaff6a-3e69-44a0-9b16-4560d913eced	TSV	controlled	762b8b40-1ae7-4275-9f41-08f41a7b4573.rna_seq.star_splice_junctions.tsv.gz	9b7665da-9f95-4535-8963-626b4caa7167	Transcriptome Profiling	phs001134	gene_expression	Illumina	4074783	2021-12-22T17:13:36.354251-06:00	1d28119cdb487a853066431f335928b7	2024-07-30T19:40:11.287333-05:00	68aaff6a-3e69-44a0-9b16-4560d913eced	Splice Junction Quantification	released	RNA-Seq
e51d4d02-2424-458d-ab11-4e8c5da4b154	TSV	controlled	94a06296-0521-4bbc-8801-a6046cf8ed73.rna_seq.star_splice_junctions.tsv.gz	78a210c3-56db-4edf-9b84-90c841e033bd	Transcriptome Profiling	phs001134	gene_expression	Illumina	4015712	2021-12-22T16:52:55.572160-06:00	427b929aff4b670f98ca0596d348ec8c	2024-07-30T19:35:11.439371-05:00	e51d4d02-2424-458d-ab11-4e8c5da4b154	Splice Junction Quantification	released	RNA-Seq
5e73a9c6-9c39-421c-a79d-2846466c324f	TSV	controlled	675ed061-e773-4b73-b282-0e2ddd30d5e6.rna_seq.star_splice_junctions.tsv.gz	cf0497c9-ec14-46c3-89f6-e2c39d0e7d4c	Transcriptome Profiling	phs001134	gene_expression	Illumina	4014428	2021-12-22T16:55:51.465608-06:00	fce8fac26300ef640209660c96fecbd5	2024-07-30T19:35:32.326671-05:00	5e73a9c6-9c39-421c-a79d-2846466c324f	Splice Junction Quantification	released	RNA-Seq
14c57b84-158d-4466-99c4-c7e2e402d5e0	TSV	open	2088abb5-5240-46cc-861c-26669cfa5d9d.rna_seq.augmented_star_gene_counts.tsv	b1c64eb9-536e-4a86-beb6-a7cf30aa7ed7	Transcriptome Profiling	open	gene_expression	Illumina	4249023	2021-12-22T16:56:43.279996-06:00	9249a97c50c4c26cc17dc6d4af92a8e6	2024-07-30T20:20:03.988364-05:00	14c57b84-158d-4466-99c4-c7e2e402d5e0	Gene Expression Quantification	released	RNA-Seq
5c484008-772a-4417-a14f-e89b45a5e2e9	TSV	controlled	2694713d-2d7c-4d29-ac5c-91137e33a649.rna_seq.star_splice_junctions.tsv.gz	9f5151c9-2d37-402e-a4cd-aa0a453b959f	Transcriptome Profiling	phs001134	gene_expression	Illumina	4259699	2021-12-22T17:19:36.076529-06:00	5c59f5cd215ba835588af0f6ed03cd1f	2024-07-30T19:25:44.310628-05:00	5c484008-772a-4417-a14f-e89b45a5e2e9	Splice Junction Quantification	released	RNA-Seq
41c50d55-15a6-425c-8bc3-aaab6839e549	TSV	controlled	ba24a623-dadd-48ca-8369-3e083e6e2ec7.rna_seq.star_splice_junctions.tsv.gz	9ea78fa3-c3c7-43a3-8649-702596b2656f	Transcriptome Profiling	phs001134	gene_expression	Illumina	4389227	2024-03-06T19:04:34.388155-06:00	e7a4f9a1844a468fe793963516d4d3e1	2024-07-29T13:01:45.757453-05:00	41c50d55-15a6-425c-8bc3-aaab6839e549	Splice Junction Quantification	released	RNA-Seq
df0a57c1-033c-4ecb-9dda-2155cce359c1	TSV	controlled	54399bb5-2bdc-49ac-8aa9-5d49a2b91a89.rna_seq.star_splice_junctions.tsv.gz	08054e4b-26b6-4c1d-978b-eff86bcd70cb	Transcriptome Profiling	phs001134	gene_expression	Illumina	4335699	2021-12-22T16:52:47.886033-06:00	130dbec620c0ab80f549fbf380058734	2024-07-30T19:39:19.953778-05:00	df0a57c1-033c-4ecb-9dda-2155cce359c1	Splice Junction Quantification	released	RNA-Seq
1e80d503-8779-4bc2-9607-eda5bb9c3841	TSV	open	a403a531-8226-45e3-a29f-fc42f1cb4ddf.rna_seq.augmented_star_gene_counts.tsv	cea1a9af-e209-408a-bd3e-c4db19e8cc0f	Transcriptome Profiling	open	gene_expression	Illumina	4270664	2021-12-22T16:55:46.321713-06:00	c365a76e27d12723de37ced5a67346fe	2024-07-30T20:20:50.722074-05:00	1e80d503-8779-4bc2-9607-eda5bb9c3841	Gene Expression Quantification	released	RNA-Seq
35f7598f-7b71-4493-8e97-8f67304ef413	TSV	open	57a8ce1a-b90a-4f8c-bc79-d7fd4242e998.rna_seq.augmented_star_gene_counts.tsv	b6de303f-d67e-4a52-a455-ec1d2e98224a	Transcriptome Profiling	open	gene_expression	Illumina	4240091	2021-12-22T16:49:39.292499-06:00	dcefb7fc0147e115ada143c168cceebc	2024-07-30T20:18:23.740436-05:00	35f7598f-7b71-4493-8e97-8f67304ef413	Gene Expression Quantification	released	RNA-Seq
6252aa81-eed4-48f4-bfc7-df1402055f39	TSV	controlled	68683cb1-2133-45f8-bd41-b08ae96ae5a7.rna_seq.star_splice_junctions.tsv.gz	73a02d03-a20c-4f75-938d-6e1d76866027	Transcriptome Profiling	phs001134	gene_expression	Illumina	4279209	2021-12-22T16:45:35.847254-06:00	457cf3dc6808490dd682d13cd4ee1c00	2024-07-30T19:38:56.565945-05:00	6252aa81-eed4-48f4-bfc7-df1402055f39	Splice Junction Quantification	released	RNA-Seq
f6b3810b-86eb-4e50-aba7-c6cb3ee53f1c	TSV	controlled	fe914e31-e629-4dce-808d-81a37da9303a.rna_seq.star_splice_junctions.tsv.gz	a5d12cdb-712e-47bc-86dc-79df4a6e4641	Transcriptome Profiling	phs001134	gene_expression	Illumina	4029800	2021-12-22T17:08:09.209438-06:00	09bf64deb233ffe169f37cc2c0f01fb9	2024-07-30T19:40:59.087873-05:00	f6b3810b-86eb-4e50-aba7-c6cb3ee53f1c	Splice Junction Quantification	released	RNA-Seq
f06cd55b-9887-4583-8070-b2a3d0dae793	TSV	controlled	9466d133-2e1c-4343-b0e2-396f2ef6b182.rna_seq.star_splice_junctions.tsv.gz	1eb4e45d-6b77-416f-9def-5e10807a2c0e	Transcriptome Profiling	phs001134	gene_expression	Illumina	3997314	2021-12-22T17:20:07.941314-06:00	fae8bf17984975a0f180d69602214bfe	2024-07-30T19:40:35.897355-05:00	f06cd55b-9887-4583-8070-b2a3d0dae793	Splice Junction Quantification	released	RNA-Seq
